snp	locus_gene	locus_entrez_id	distance_to_snp
rs11559024	BLOC1S3	388552	136124
rs11559024	TRAPPC6A	79090	139688
rs11559024	FOSB	2354	150070
rs11559024	NKPD1	284353	159188
rs11559024	RTN2	6253	167364
rs11559024	PPP1R37	284352	169848
rs11559024	PPM1N	147699	170852
rs11559024	VASP	7408	188654
rs11559024	OPA3	80207	209502
rs11559024	GEMIN7	79760	226401
rs11559024	AC011489.1	105372419	227534
rs11559024	ZNF296	162979	241337
rs11559024	CLASRP	11129	246969
rs11559024	GPR4	2828	271839
rs11559024	RELB	5971	279727
rs11559024	EML2	24139	289069
rs11559024	MIR330	442902	321069
rs11559024	EML2-AS1	100287177	323569
rs11559024	CLPTM1	1209	324584
rs11559024	GIPR	2696	350319
rs11559024	MIR642A	693227	357003
rs11559024	MIR642B	100500845	357007
rs11559024	APOC2	344	368360
rs11559024	SNRPD2	6633	369529
rs11559024	APOC4	346	372429
rs11559024	QPCTL	54814	374558
rs11559024	APOC1P1	342	386539
rs11559024	FBXO46	23403	392704
rs11559024	APOC1	341	398576
rs11559024	APOE	348	408532
rs11559024	TOMM40	10452	414236
rs11559024	BHMG1	388553	415326
rs11559024	NECTIN2	5819	428697
rs11559024	SIX5	147912	446860
rs11559024	DM1-AS	109729182	449871
rs11559024	DMPK	1760	451792
rs11559024	DMWD	1762	465022
rs11559024	RSPH6A	81492	477785
rs11559024	BCAM	4059	496505
rs11559024	SYMPK	8189	497485
rs11559024	CBLC	23624	517291
rs11559024	FOXA3	3171	546064
rs11559024	BCL3	602	557881
rs11559024	MIR8085	102465879	559204
rs11559024	IRF2BP1	26145	565682
rs11559024	MYPOP	339344	572095
rs11559024	NANOS2	339345	595289
rs11559024	CEACAM16	388551	607211
rs11559024	NOVA2	4858	615809
rs11559024	CEACAM19	56971	633566
rs11559024	PVR	5817	654342
rs11559024	MIR4531	100616355	664193
rs11559024	CCDC61	729440	677536
rs11559024	IGSF23	147710	681144
rs11559024	CEACAM22P	388550	697104
rs11559024	MIR769	768217	701007
rs11559024	PGLYRP1	8993	701228
rs11559024	IGFL4	444882	721823
rs11559024	CEACAM20	125931	788137
rs11559024	IGFL3	388555	802146
rs11559024	ZNF180	7733	817401
rs11559024	IGFL2	147920	825181
rs11559024	ZNF229	7772	869347
rs11559024	AC006262.1	93429	885501
rs11559024	IGFL1	374918	911827
rs11559024	ZNF285	26974	916317
rs11559024	ZNF112	7771	950708
rs11559024	HIF3A	64344	979121
rs679574	FUT2	2524	3099
rs679574	MAMSTR	284358	9891
rs679574	RASIP1	54922	17736
rs679574	SEC1P	653677	20606
rs679574	NTN5	126147	29770
rs679574	IZUMO1	284359	38001
rs679574	FUT1	2523	45160
rs679574	FGF21	26291	52708
rs679574	CA11	770	56539
rs679574	DBP	1628	65413
rs679574	SPHK2	56848	72134
rs679574	RPL18	6141	83315
rs679574	FAM83E	54854	87997
rs679574	BCAT2	587	92211
rs679574	SPACA4	171169	95137
rs679574	SULT2B1	6820	103426
rs679574	HSD17B14	51171	110166
rs679574	PLEKHA4	57664	134246
rs679574	PPP1R15A	23645	169541
rs679574	TULP2	7288	178114
rs679574	LMTK3	114783	189662
rs679574	NUCB1	4924	197199
rs679574	NUCB1-AS1	100874085	208079
rs679574	CYTH2	9266	220537
rs679574	DHDH	27294	230831
rs679574	KCNJ14	3770	235871
rs679574	GRWD1	83743	245829
rs679574	BAX	581	251964
rs679574	GRIN2D	2906	257920
rs679574	FTL	2512	262450
rs679574	GYS1	2997	265274
rs679574	RUVBL2	10856	290597
rs679574	MIR6798	102466738	307055
rs679574	KDELR1	10945	311298
rs679574	LHB	3972	313129
rs679574	AC008687.4	101059948	314645
rs679574	CGB3	1082	320018
rs679574	SYNGR4	23546	326475
rs679574	CGB2	114336	329061
rs679574	CGB1	114335	332759
rs679574	TMEM143	55260	338614
rs679574	CGB5	93659	341033
rs679574	CGB8	94115	344787
rs679574	CGB7	94027	351424
rs679574	NTF4	4909	358215
rs679574	KCNA7	3743	364567
rs679574	EMP3	2014	372298
rs679574	CCDC114	93233	380957
rs679574	SNRNP70	6625	382568
rs679574	LIN7B	64130	411473
rs679574	ZNF114	163071	415243
rs679574	C19orf73	55150	415546
rs679574	PPFIA3	8541	416538
rs679574	CARD8-AS1	100505812	444652
rs679574	CARD8	22900	446905
rs679574	HRC	3270	448347
rs679574	TRPM4	54795	454890
rs679574	ZSWIM9	374920	505231
rs679574	LIG1	3978	532248
rs679574	SLC6A16	28968	586787
rs679574	PLA2G4C	8605	592034
rs679574	MIR4324	100422979	605946
rs679574	CD37	951	632320
rs679574	TEAD2	8463	637744
rs679574	PLA2G4C-AS1	106144526	637906
rs679574	CABP5	56344	658798
rs679574	DKKL1	27120	658932
rs679574	AC010643.1	101928295	665854
rs679574	ELSPBP1	64100	677698
rs679574	CCDC155	147872	685367
rs679574	BSPH1	100131137	710681
rs679574	PTH2	113091	719563
rs679574	GFY	100507003	720898
rs679574	SLC17A7	57030	726550
rs679574	PIH1D1	55011	743447
rs679574	ALDH16A1	126133	750318
rs679574	FLT3LG	2323	771356
rs679574	RPL13A	23521	784703
rs679574	SNORD32A	26819	787114
rs679574	SNORD33	26818	787764
rs679574	SNORD34	26817	788053
rs679574	SNORD35A	26816	788324
rs679574	RPS11	6205	793514
rs679574	MIR150	406942	797934
rs679574	FCGRT	2217	803965
rs679574	SULT2A1	6822	816454
rs679574	RCN3	57333	824767
rs679574	NOSIP	51070	852860
rs679574	PRRG2	5639	877795
rs679574	TPRX1	284355	883800
rs679574	PRR12	57479	888792
rs679574	SELENOW	6415	918165
rs679574	RRAS	6237	932441
rs679574	NOP53-AS1	106144593	934011
rs679574	SCAF1	58506	939274
rs679574	NOP53	29997	945793
rs679574	SNORD23	692091	946889
rs679574	IRF3	3661	956718
rs679574	EHD2	30846	959717
rs679574	BCL2L12	83596	962291
rs679574	PRMT1	3276	972935
rs679574	MIR5088	100847074	979266
rs679574	ADM5	199800	985813
rs679574	CPT1C	126129	988047
rs679574	BICRA	29998	999574
rs10424405	NLRP12	91662	5715
rs10424405	MIR373	442918	29906
rs10424405	MIR372	442917	30723
rs10424405	MIR371B	100616185	30937
rs10424405	MIR371A	442916	30938
rs10424405	MYADM	91663	47544
rs10424405	MIR519A2	574500	56249
rs10424405	MIR516A2	574499	57457
rs10424405	MIR1283-2	100302205	60361
rs10424405	PRKCG	5582	60511
rs10424405	MIR516A1	574498	61849
rs10424405	MIR527	574497	64577
rs10424405	MIR519A1	574496	66198
rs10424405	MIR522	574495	67382
rs10424405	MIR521-1	574494	69957
rs10424405	MIR520H	574493	76080
rs10424405	MIR517C	574492	77272
rs10424405	MIR518A2	574491	79260
rs10424405	MIR516B1	574490	81745
rs10424405	MIR518D	574489	83716
rs10424405	MIR518A1	574488	87589
rs10424405	MIR518E	574487	88754
rs10424405	CACNG7	59284	90656
rs10424405	MIR526A2	574486	91693
rs10424405	MIR516B2	574485	93153
rs10424405	MIR520G	574484	96424
rs10424405	MIR517B	574483	97537
rs10424405	MIR520D	574482	98497
rs10424405	MIR521-2	574481	101999
rs10424405	MIR519D	574480	105245
rs10424405	MIR517A	574479	106325
rs10424405	MIR524	574478	107591
rs10424405	MIR518C	574477	109844
rs10424405	MIR520C	574476	111140
rs10424405	MIR526A1	574475	112343
rs10424405	MIR518B	574474	115860
rs10424405	MIR520B	574473	117392
rs10424405	MIR518F	574472	118578
rs10424405	MIR523	574471	120208
rs10424405	MIR525	574470	121062
rs10424405	MIR519B	574469	123386
rs10424405	MIR526B	574468	124204
rs10424405	MIR520A	574467	127714
rs10424405	MIR1283-1	100302265	130112
rs10424405	MIR519C	574466	132124
rs10424405	MIR515-2	574465	133588
rs10424405	MIR520F	574464	136434
rs10424405	MIR519E	574463	138656
rs10424405	MIR515-1	574462	139594
rs10424405	MIR520E	574461	142882
rs10424405	MIR498	574460	144359
rs10424405	CACNG8	59283	144361
rs10424405	MIR1323	100302255	146639
rs10424405	MIR512-2	574459	149425
rs10424405	MIR512-1	574458	151917
rs10424405	MIR935	100126325	163628
rs10424405	CACNG6	59285	173609
rs10424405	DPRX	503834	181670
rs10424405	AC011487.2	284379	210228
rs10424405	VSTM1	284415	222146
rs10424405	ZNF331	55422	238410
rs10424405	TARM1	441864	251216
rs10424405	OSCAR	126014	275989
rs10424405	NDUFA3	4696	284049
rs10424405	TFPT	29844	288334
rs10424405	PRPF31	26121	296731
rs10424405	CNOT3	4849	319049
rs10424405	ZNF813	126017	322424
rs10424405	LENG1	79165	336482
rs10424405	TMC4	147798	341429
rs10424405	MBOAT7	79143	354733
rs10424405	ZNF761	388561	360418
rs10424405	ZNF761	110116772	360418
rs10424405	TSEN34	79042	371259
rs10424405	TPM3P9	147804	374009
rs10424405	RPS9	6203	382063
rs10424405	ZNF765	91661	388266
rs10424405	LILRB3	11025	397599
rs10424405	LILRB3	102725035	397599
rs10424405	LILRB3	107987425	397599
rs10424405	LILRB3	107987462	397599
rs10424405	LILRA6	79168	417913
rs10424405	ZNF525	170958	426462
rs10424405	LILRB5	10990	430752
rs10424405	LILRB2	10288	455142
rs10424405	MIR4752	100616171	463430
rs10424405	ZNF845	91664	463810
rs10424405	LILRA5	353514	488391
rs10424405	LILRA4	23547	514506
rs10424405	BIRC8	112401	527053
rs10424405	LAIR1	3903	532705
rs10424405	FAM90A27P	646508	533735
rs10424405	VN1R4	317703	550956
rs10424405	VN1R2	317701	556842
rs10424405	ZNF677	342926	563781
rs10424405	TTYH1	57348	596540
rs10424405	ZNF665	79788	625293
rs10424405	LENG8-AS1	104355426	626134
rs10424405	LENG8	114823	630208
rs10424405	LENG9	94059	643117
rs10424405	CDC42EP5	148170	646347
rs10424405	ZNF347	84671	659604
rs10424405	LAIR2	3904	679200
rs10424405	ZNF415	55786	685602
rs10424405	ZNF160	90338	715243
rs10424405	LILRA2	11027	754241
rs10424405	ERVV-2	100271846	767603
rs10424405	LILRA1	11024	774903
rs10424405	ZNF702P	79986	780781
rs10424405	LILRB1	10859	798479
rs10424405	ERVV-1	147664	802557
rs10424405	LILRB4	11006	825210
rs10424405	MIR8061	102466251	826630
rs10424405	ZNF816	125893	855768
rs10424405	ZNF816-ZNF321P	100529240	855856
rs10424405	ZNF321P	399669	876078
rs10424405	LILRP2	79166	889237
rs10424405	ZNF888	388559	895198
rs10424405	KIR3DL3	115653	905800
rs10424405	KIR2DL3	3804	919836
rs10424405	ZNF320	162967	920986
rs10424405	KIR2DL1	3802	951132
rs10424405	ZNF468	90333	961030
rs10424405	ZNF28	7576	961079
rs10424405	KIR2DL4	3805	984856
rs10424405	KIR3DL1	3811	997789
rs2631738	TRMT44	152992	15504
rs2631738	ACOX3	8310	37304
rs2631738	GPR78	27201	80698
rs2631738	CPZ	8532	114633
rs2631738	HTRA3	94031	170916
rs2631738	SH3TC1	54436	236224
rs2631738	ABLIM2	84448	319195
rs2631738	HMX1	3166	368049
rs2631738	MIR95	407052	472646
rs2631738	AFAP1	60312	538101
rs2631738	AFAP1-AS1	84740	699099
rs2631738	USP17L10	100287144	732630
rs2631738	SORCS2	57537	735191
rs2631738	USP17L11	100287178	737378
rs2631738	USP17L12	100287205	742125
rs2631738	USP17L13	100287238	746869
rs2631738	USP17L15	100288520	756358
rs2631738	USP17L17	100287327	765852
rs2631738	USP17L18	100287364	770603
rs2631738	USP17L19	100287404	775351
rs2631738	USP17L20	100287441	780097
rs2631738	USP17L21	100287478	784845
rs2631738	USP17L22	100287513	789592
rs2631738	USP17L24	728369	847138
rs2631738	USP17L25	728373	851884
rs2631738	USP17L26	728379	856631
rs2631738	USP17L5	728386	861376
rs2631738	USP17L27	728393	866121
rs2631738	USP17L28	728400	870866
rs2631738	USP17L29	728405	875611
rs2631738	USP17L9P	391627	880356
rs2631738	USP17L30	728419	885102
rs2631738	USP17L6P	391622	889847
rs2631738	DEFB131A	644414	966507
rs2631738	DEFB131A	105369240	966507
rs34761731	ADAM6	8755	98416
rs34761731	FAM30A	9834	138043
rs34761731	MIR4537	100616422	211132
rs34761731	MIR4538	100616276	212443
rs34761731	MIR4507	100616135	212510
rs34761731	MIR4539	100616374	213113
rs34761731	LINC00221	338005	411754
rs34761731	MIR8071-2	102466889	430453
rs34761731	MIR8071-1	102465871	449505
rs34761731	TMEM121	80757	540483
rs34761731	TEDC1	283643	571110
rs34761731	CRIP1	1396	581738
rs34761731	CRIP2	1397	590515
rs34761731	MTA1	9112	599956
rs34761731	TEX22	647310	620579
rs34761731	AL928654.2	100507437	650946
rs34761731	PACS2	23241	672538
rs34761731	BRF1	2972	755096
rs34761731	MIR5195	100847062	780200
rs34761731	BTBD6	90135	819592
rs34761731	NUDT14	256281	889362
rs34761731	JAG2	3714	901861
rs34761731	MIR6765	102465458	919821
rs2278428	NCR1	9437	546
rs2278428	FCAR	2204	16224
rs2278428	NLRP7	199713	16813
rs2278428	KIR3DL2	3812	39489
rs2278428	NLRP2	55655	46434
rs2278428	KIR2DS4	3809	58127
rs2278428	KIR3DL1	3811	75918
rs2278428	KIR2DL4	3805	92179
rs2278428	GP6	51206	107009
rs2278428	KIR2DL1	3802	122374
rs2278428	RDH13	112724	132412
rs2278428	KIR2DL3	3804	153644
rs2278428	EPS8L1	54869	165324
rs2278428	KIR3DL3	115653	170160
rs2278428	PPP1R12C	54776	184217
rs2278428	LILRP2	79166	193243
rs2278428	MIR7975	102466872	216529
rs2278428	TNNT1	7138	226098
rs2278428	LILRB4	11006	236337
rs2278428	TNNI3	7137	245071
rs2278428	DNAAF3	352909	251965
rs2278428	MIR8061	102466251	261313
rs2278428	SYT5	6861	264503
rs2278428	LILRB1	10859	269168
rs2278428	PTPRH	5794	274552
rs2278428	LILRA1	11024	304606
rs2278428	LILRA2	11027	316409
rs2278428	TMEM86B	255043	319943
rs2278428	PPP6R1	22870	323084
rs2278428	MIR6804	102465482	324189
rs2278428	MIR6802	102465481	333216
rs2278428	MIR6803	102466739	338490
rs2278428	HSPBP1	23640	355535
rs2278428	BRSK1	84446	375376
rs2278428	LAIR2	3904	396009
rs2278428	TMEM150B	284417	406105
rs2278428	KMT5C	84787	433157
rs2278428	CDC42EP5	148170	433432
rs2278428	COX6B2	125965	442610
rs2278428	LENG9	94059	442985
rs2278428	LENG8	114823	444659
rs2278428	FAM71E2	284418	448212
rs2278428	LENG8-AS1	104355426	457651
rs2278428	IL11	3589	457693
rs2278428	TTYH1	57348	469796
rs2278428	TMEM190	147744	470140
rs2278428	TMEM238	388564	472549
rs2278428	RPL28	6158	478649
rs2278428	MIR6805	102465483	481485
rs2278428	UBE2S	27338	493049
rs2278428	SHISA7	729956	522044
rs2278428	LAIR1	3903	536138
rs2278428	ISOC2	79763	546289
rs2278428	LILRA4	23547	567546
rs2278428	ZNF628	89887	569636
rs2278428	NAT14	57106	578308
rs2278428	SSC5D	284297	581708
rs2278428	LILRA5	353514	593557
rs2278428	SBK2	646643	623037
rs2278428	MIR4752	100616171	624516
rs2278428	LILRB2	10288	625512
rs2278428	SBK3	100130827	633960
rs2278428	LILRB5	10990	649395
rs2278428	RPS9	6203	657693
rs2278428	LILRA6	79168	663905
rs2278428	ZNF579	163033	670074
rs2278428	LILRB3	11025	683190
rs2278428	LILRB3	102725035	683190
rs2278428	LILRB3	107987425	683190
rs2278428	LILRB3	107987462	683190
rs2278428	FIZ1	84922	684675
rs2278428	ZNF524	147807	693326
rs2278428	ZNF865	100507290	698709
rs2278428	TSEN34	79042	712160
rs2278428	ZNF784	147808	714046
rs2278428	MBOAT7	79143	716814
rs2278428	ZNF580	51157	728320
rs2278428	ZNF581	51545	728763
rs2278428	TMC4	147798	733446
rs2278428	CCDC106	29903	734366
rs2278428	LENG1	79165	746814
rs2278428	U2AF2	11338	747450
rs2278428	CNOT3	4849	751015
rs2278428	EPN1	29924	768530
rs2278428	PRPF31	26121	774977
rs2278428	TFPT	29844	791021
rs2278428	NDUFA3	4696	797439
rs2278428	NLRP9	338321	801736
rs2278428	OSCAR	126014	804004
rs2278428	TARM1	441864	825331
rs2278428	VSTM1	284415	842743
rs2278428	RFPL4A	342931	852318
rs2278428	RFPL4AL1	729974	862445
rs2278428	NLRP11	204801	878701
rs2278428	CACNG6	59285	894027
rs2278428	CACNG8	59283	916481
rs2278428	MIR935	100126325	924299
rs2278428	NLRP4	147945	929882
rs2278428	CACNG7	59284	962755
rs2278428	NLRP13	126204	985003
rs2278428	PRKCG	5582	999044
rs35143187	PSG4	5672	179
rs35143187	CEACAMP10	284344	4671
rs35143187	PSG9	5678	4671
rs35143187	PSG5	5673	20584
rs35143187	PSG2	5670	124075
rs35143187	CD177	57126	146539
rs35143187	PSG11	5680	180608
rs35143187	TEX101	83639	194376
rs35143187	LYPD3	27076	253667
rs35143187	PHLDB3	653583	267834
rs35143187	PSG7	5676	269942
rs35143187	PSG6	5675	287557
rs35143187	ETHE1	23474	299599
rs35143187	ZNF575	284346	318377
rs35143187	PSG1	5669	327298
rs35143187	XRCC1	7515	335920
rs35143187	PSG8	440533	351429
rs35143187	PINLYP	390940	369680
rs35143187	IRGQ	126298	377249
rs35143187	PSG8-AS1	100289650	380242
rs35143187	ZNF576	79177	389272
rs35143187	SRRM5	100170229	389497
rs35143187	ZNF428	126299	400099
rs35143187	CADM4	199731	415248
rs35143187	PLAUR	5329	438975
rs35143187	PSG3	5671	466551
rs35143187	IRGC	56269	508890
rs35143187	SMG9	56006	520872
rs35143187	LIPE-AS1	100996307	554765
rs35143187	LIPE-AS1	101930071	554765
rs35143187	KCNN4	3783	559413
rs35143187	LYPD5	284348	588809
rs35143187	CEACAM8	1088	612065
rs35143187	ZNF283	284349	620172
rs35143187	CEACAM1	634	645886
rs35143187	ZNF404	342908	665243
rs35143187	AC006213.2	100505715	684684
rs35143187	ZNF45	7596	705509
rs35143187	ZNF221	7638	744103
rs35143187	ZNF155	7711	760742
rs35143187	CXCL17	284340	764072
rs35143187	LIPE	3991	779694
rs35143187	AC006213.1	101928063	789776
rs35143187	ZNF230	7773	795828
rs35143187	CNFN	84518	816833
rs35143187	ZNF222	7673	818222
rs35143187	MEGF8	1954	828351
rs35143187	ZNF223	7766	844247
rs35143187	MIR8077	102465875	855915
rs35143187	ZNF284	342909	865024
rs35143187	TMEM145	284339	882058
rs35143187	ZNF224	7767	887219
rs35143187	PRR19	284338	896299
rs35143187	AC021092.1	100379224	898343
rs35143187	PAFAH1B3	5050	903574
rs35143187	ZNF225	7768	905061
rs35143187	CIC	23152	911323
rs35143187	ZNF234	10780	934437
rs35143187	ERF	2077	951963
rs35143187	ZNF226	7769	957953
rs35143187	GSK3A	2931	964495
rs35143187	ZNF526	116115	978919
rs35143187	DEDD2	162989	986980
rs10424405	NLRP12	91662	5715
rs10424405	MIR373	442918	29906
rs10424405	MIR372	442917	30723
rs10424405	MIR371B	100616185	30937
rs10424405	MIR371A	442916	30938
rs10424405	MYADM	91663	47544
rs10424405	MIR519A2	574500	56249
rs10424405	MIR516A2	574499	57457
rs10424405	MIR1283-2	100302205	60361
rs10424405	PRKCG	5582	60511
rs10424405	MIR516A1	574498	61849
rs10424405	MIR527	574497	64577
rs10424405	MIR519A1	574496	66198
rs10424405	MIR522	574495	67382
rs10424405	MIR521-1	574494	69957
rs10424405	MIR520H	574493	76080
rs10424405	MIR517C	574492	77272
rs10424405	MIR518A2	574491	79260
rs10424405	MIR516B1	574490	81745
rs10424405	MIR518D	574489	83716
rs10424405	MIR518A1	574488	87589
rs10424405	MIR518E	574487	88754
rs10424405	CACNG7	59284	90656
rs10424405	MIR526A2	574486	91693
rs10424405	MIR516B2	574485	93153
rs10424405	MIR520G	574484	96424
rs10424405	MIR517B	574483	97537
rs10424405	MIR520D	574482	98497
rs10424405	MIR521-2	574481	101999
rs10424405	MIR519D	574480	105245
rs10424405	MIR517A	574479	106325
rs10424405	MIR524	574478	107591
rs10424405	MIR518C	574477	109844
rs10424405	MIR520C	574476	111140
rs10424405	MIR526A1	574475	112343
rs10424405	MIR518B	574474	115860
rs10424405	MIR520B	574473	117392
rs10424405	MIR518F	574472	118578
rs10424405	MIR523	574471	120208
rs10424405	MIR525	574470	121062
rs10424405	MIR519B	574469	123386
rs10424405	MIR526B	574468	124204
rs10424405	MIR520A	574467	127714
rs10424405	MIR1283-1	100302265	130112
rs10424405	MIR519C	574466	132124
rs10424405	MIR515-2	574465	133588
rs10424405	MIR520F	574464	136434
rs10424405	MIR519E	574463	138656
rs10424405	MIR515-1	574462	139594
rs10424405	MIR520E	574461	142882
rs10424405	MIR498	574460	144359
rs10424405	CACNG8	59283	144361
rs10424405	MIR1323	100302255	146639
rs10424405	MIR512-2	574459	149425
rs10424405	MIR512-1	574458	151917
rs10424405	MIR935	100126325	163628
rs10424405	CACNG6	59285	173609
rs10424405	DPRX	503834	181670
rs10424405	AC011487.2	284379	210228
rs10424405	VSTM1	284415	222146
rs10424405	ZNF331	55422	238410
rs10424405	TARM1	441864	251216
rs10424405	OSCAR	126014	275989
rs10424405	NDUFA3	4696	284049
rs10424405	TFPT	29844	288334
rs10424405	PRPF31	26121	296731
rs10424405	CNOT3	4849	319049
rs10424405	ZNF813	126017	322424
rs10424405	LENG1	79165	336482
rs10424405	TMC4	147798	341429
rs10424405	MBOAT7	79143	354733
rs10424405	ZNF761	388561	360418
rs10424405	ZNF761	110116772	360418
rs10424405	TSEN34	79042	371259
rs10424405	TPM3P9	147804	374009
rs10424405	RPS9	6203	382063
rs10424405	ZNF765	91661	388266
rs10424405	LILRB3	11025	397599
rs10424405	LILRB3	102725035	397599
rs10424405	LILRB3	107987425	397599
rs10424405	LILRB3	107987462	397599
rs10424405	LILRA6	79168	417913
rs10424405	ZNF525	170958	426462
rs10424405	LILRB5	10990	430752
rs10424405	LILRB2	10288	455142
rs10424405	MIR4752	100616171	463430
rs10424405	ZNF845	91664	463810
rs10424405	LILRA5	353514	488391
rs10424405	LILRA4	23547	514506
rs10424405	BIRC8	112401	527053
rs10424405	LAIR1	3903	532705
rs10424405	FAM90A27P	646508	533735
rs10424405	VN1R4	317703	550956
rs10424405	VN1R2	317701	556842
rs10424405	ZNF677	342926	563781
rs10424405	TTYH1	57348	596540
rs10424405	ZNF665	79788	625293
rs10424405	LENG8-AS1	104355426	626134
rs10424405	LENG8	114823	630208
rs10424405	LENG9	94059	643117
rs10424405	CDC42EP5	148170	646347
rs10424405	ZNF347	84671	659604
rs10424405	LAIR2	3904	679200
rs10424405	ZNF415	55786	685602
rs10424405	ZNF160	90338	715243
rs10424405	LILRA2	11027	754241
rs10424405	ERVV-2	100271846	767603
rs10424405	LILRA1	11024	774903
rs10424405	ZNF702P	79986	780781
rs10424405	LILRB1	10859	798479
rs10424405	ERVV-1	147664	802557
rs10424405	LILRB4	11006	825210
rs10424405	MIR8061	102466251	826630
rs10424405	ZNF816	125893	855768
rs10424405	ZNF816-ZNF321P	100529240	855856
rs10424405	ZNF321P	399669	876078
rs10424405	LILRP2	79166	889237
rs10424405	ZNF888	388559	895198
rs10424405	KIR3DL3	115653	905800
rs10424405	KIR2DL3	3804	919836
rs10424405	ZNF320	162967	920986
rs10424405	KIR2DL1	3802	951132
rs10424405	ZNF468	90333	961030
rs10424405	ZNF28	7576	961079
rs10424405	KIR2DL4	3805	984856
rs10424405	KIR3DL1	3811	997789
rs8111	TNXB	7148	64
rs8111	ATF6B	1388	12855
rs8111	FKBPL	63943	13309
rs8111	PRRT1	80863	32961
rs8111	PRRT1	100507547	32961
rs8111	PPT2	9374	38043
rs8111	EGFL8	80864	49185
rs8111	AGPAT1	10554	52814
rs8111	MIR6721	102466190	54632
rs8111	RNF5	6048	62956
rs8111	MIR6833	102465500	64418
rs8111	AGER	177	65570
rs8111	PBX2	5089	69343
rs8111	CYP21A2	1589	73728
rs8111	GPSM3	63940	75368
rs8111	C4B-AS1	102060414	79140
rs8111	NOTCH4	4855	79445
rs8111	C4B	721	79980
rs8111	C4A	720	112717
rs8111	C4A	110384692	112717
rs8111	STK19	8859	132577
rs8111	DXO	1797	143106
rs8111	SKIV2L	6499	145643
rs8111	NELFE	7936	156288
rs8111	MIR1236	100302242	158458
rs8111	CFB	629	163314
rs8111	C2	717	169726
rs8111	C6orf10	10665	173128
rs8111	C2-AS1	102060414	173674
rs8111	ZBTB12	221527	213406
rs8111	EHMT2	10919	217711
rs8111	SLC44A4	80736	236352
rs8111	NEU1	4758	252492
rs8111	HCG23	414764	275112
rs8111	C6orf48	50854	275632
rs8111	SNORD52	26797	278256
rs8111	BTNL2	56244	278565
rs8111	SNORD48	26801	280072
rs8111	HSPA1B	3304	285143
rs8111	HSPA1A	3303	297452
rs8111	HSPA1L	3305	300333
rs8111	LSM2	57819	308414
rs8111	VARS	7407	319445
rs8111	HLA-DRA	3122	324444
rs8111	VWA7	80737	338104
rs8111	SAPCD1	401251	350547
rs8111	MSH5	4439	352564
rs8111	CLIC1	1192	375635
rs8111	DDAH2	23564	384781
rs8111	MPIG6B	80739	388684
rs8111	LY6G6C	80740	393553
rs8111	LY6G6F-LY6G6D	110599563	397480
rs8111	LY6G6D	58530	397594
rs8111	LY6G6D	110599563	397594
rs8111	HLA-DRB5	3127	401945
rs8111	LY6G6F	259215	404803
rs8111	ABHD16A	7920	411954
rs8111	MIR4646	100616230	414307
rs8111	LY6G5C	80741	431358
rs8111	HLA-DRB6	3128	437315
rs8111	LY6G5B	58496	441622
rs8111	CSNK2B	1460	445055
rs8111	GPANK1	7918	449115
rs8111	C6orf47	57827	454626
rs8111	APOM	55937	457188
rs8111	BAG6	7917	462693
rs8111	HLA-DRB1	3123	463371
rs8111	PRRC2A	7916	477627
rs8111	MIR6832	102466745	481540
rs8111	SNORA38	677820	492188
rs8111	AIF1	199	498377
rs8111	HLA-DQA1	3117	512781
rs8111	NCR3	259197	522413
rs8111	LST1	7940	526489
rs8111	LTB	4050	532876
rs8111	TNF	7124	537062
rs8111	LTA	4049	541074
rs8111	HLA-DQB1	3119	544069
rs8111	HLA-DQB1-AS1	106480429	544482
rs8111	NFKBIL1	4795	556569
rs8111	ATP6V1G2	534	566971
rs8111	DDX39B-AS1	106478957	572260
rs8111	DDX39B	7919	572950
rs8111	SNORD84	692199	574220
rs8111	SNORD117	692233	578949
rs8111	MCCD1	401250	585166
rs8111	AL662789.1	102725019	602607
rs8111	MICB	4277	604274
rs8111	HLA-DQA2	3117	625944
rs8111	HLA-DQA2	3118	625944
rs8111	MIR3135B	100616218	634514
rs8111	HCP5	10866	637892
rs8111	HLA-DQB2	3120	640700
rs8111	LINC01149	101929111	668425
rs8111	HLA-DOB	3112	697365
rs8111	MICA	100507436	700083
rs8111	TAP2	6891	706435
rs8111	AL645933.2	101929072	719903
rs8111	PSMB8	5696	725319
rs8111	PSMB8-AS1	100507463	728688
rs8111	PSMB9	5698	728738
rs8111	TAP1	6890	729811
rs8111	HLA-B	3106	758210
rs8111	MIR6891	102465537	760082
rs8111	LINC02571	105375015	813756
rs8111	HLA-DMB	3109	819231
rs8111	HLA-DMA	3108	833215
rs8111	HLA-C	3107	843268
rs8111	BRD2	6046	853262
rs8111	HLA-DOA	3111	888780
rs8111	HCG27	253018	911430
rs8111	POU5F1	5460	934667
rs8111	PSORS1C3	100130889	937499
rs8111	TCF19	6941	948239
rs8111	HLA-DPA1	3113	949171
rs8111	CCHCR1	54535	957160
rs8111	HLA-DPB1	3115	960528
rs8111	PSORS1C1	170679	975306
rs8111	PSORS1C2	170680	976048
rs8111	CDSN	1041	994952
rs8111	HLA-DPB2	3116	997053
rs34813609	CFH	3075	47352
rs34813609	CFHR3	10878	75565
rs34813609	KCNT2	343450	90005
rs34813609	MIR4735	100616363	116749
rs34813609	CFHR1	3078	120527
rs34813609	CFHR4	10877	151011
rs34813609	CFHR2	3080	244542
rs34813609	CFHR5	81494	278326
