snp	pqtl_gene	neg_logp	gwas_collection	gwas_source
rs7412	PSG5	27.658	additional GWAS	Biorxiv-Butterworth-2017
rs28696943	NUDT9	27.638	additional GWAS	Biorxiv-Butterworth-2017
rs74692061	NUDT12	27.553	additional GWAS	Biorxiv-Butterworth-2017
rs3917549	KRTDAP	27.481	additional GWAS	Biorxiv-Butterworth-2017
rs2489623	RSPO3	27.444	additional GWAS	Biorxiv-Butterworth-2017
rs3775298	JAK2	27.284	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	EVL	27.18	additional GWAS	Biorxiv-Butterworth-2017
rs34825443	SERPINA12	27.167	additional GWAS	Biorxiv-Butterworth-2017
rs2506149	NRP1	27.161	additional GWAS	Biorxiv-Butterworth-2017
rs704	GPD1L	27.119	additional GWAS	Biorxiv-Butterworth-2017
rs34436714	POFUT1	27.119	additional GWAS	Biorxiv-Butterworth-2017
rs2286798	NMES1	27.022	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	HS3ST3A1	27	additional GWAS	Biorxiv-Butterworth-2017
rs62143198	IFIT3	26.921	additional GWAS	Biorxiv-Butterworth-2017
rs919791	CPA2	26.854	additional GWAS	Biorxiv-Butterworth-2017
rs4298806	ITIH1	26.824	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	H1FX	26.745	additional GWAS	Biorxiv-Butterworth-2017
rs5167	MAGEA3	26.699	additional GWAS	Biorxiv-Butterworth-2017
rs1065853	TP53I11	26.699	additional GWAS	Biorxiv-Butterworth-2017
rs681343	CCL15	26.658	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	IGBP1	26.638	additional GWAS	Biorxiv-Butterworth-2017
rs6037651	GRID2	26.62	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	CSNK1G2	26.602	additional GWAS	Biorxiv-Butterworth-2017
rs139574809	TMEM132D	26.585	additional GWAS	Biorxiv-Butterworth-2017
rs6695321	PPP2R3A	26.585	additional GWAS	Biorxiv-Butterworth-2017
rs60292400	ASAP2	26.469	additional GWAS	Biorxiv-Butterworth-2017
rs35223184	IGDCC4	26.456	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	PRKAR1B	26.42	additional GWAS	Biorxiv-Butterworth-2017
rs75627662	RAB14	26.367	additional GWAS	Biorxiv-Butterworth-2017
rs111331197	TXNDC5	26.337	additional GWAS	Biorxiv-Butterworth-2017
rs79920061	NAALAD2	26.222	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	RAP1GAP	26.201	additional GWAS	Biorxiv-Butterworth-2017
rs35822882	CLIC5	26.131	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	CD226	26.092	additional GWAS	Biorxiv-Butterworth-2017
rs17315646	MAP2K4	26.081	additional GWAS	Biorxiv-Butterworth-2017
rs79084672	NOG	26.06	additional GWAS	Biorxiv-Butterworth-2017
rs704	RASA1	26.06	additional GWAS	Biorxiv-Butterworth-2017
rs729654	POMGNT2	26.032	additional GWAS	Biorxiv-Butterworth-2017
rs62358364	C9	26.032	additional GWAS	Biorxiv-Butterworth-2017
rs704	GOSR1	26.022	additional GWAS	Biorxiv-Butterworth-2017
rs11447348	PSD2	25.959	additional GWAS	Biorxiv-Butterworth-2017
rs704	MAGEA10	25.854	additional GWAS	Biorxiv-Butterworth-2017
rs41267397	BCAN	25.796	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	RPE	25.796	additional GWAS	Biorxiv-Butterworth-2017
rs62087214	CD300C	25.77	additional GWAS	Biorxiv-Butterworth-2017
rs704	GBP6	25.745	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	SSMEM1	25.721	additional GWAS	Biorxiv-Butterworth-2017
rs8176747	TLL1	25.699	additional GWAS	Biorxiv-Butterworth-2017
rs2250889	MMP9	25.678	additional GWAS	Biorxiv-Butterworth-2017
rs1065853	SURF1	25.658	additional GWAS	Biorxiv-Butterworth-2017
rs967645	IBSP	25.658	additional GWAS	Biorxiv-Butterworth-2017
rs5756729	LGALS2	25.658	additional GWAS	Biorxiv-Butterworth-2017
rs3813135	ADM	25.638	additional GWAS	Biorxiv-Butterworth-2017
rs1065853	NRBP1	25.602	additional GWAS	Biorxiv-Butterworth-2017
rs13469	EXTL2	25.602	additional GWAS	Biorxiv-Butterworth-2017
rs4632248	DDX58	25.538	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	PDGFD	25.509	additional GWAS	Biorxiv-Butterworth-2017
rs429358	PDZK1IP1	25.509	additional GWAS	Biorxiv-Butterworth-2017
rs11086556	MUL1	25.456	additional GWAS	Biorxiv-Butterworth-2017
rs7080536	GRP	25.432	additional GWAS	Biorxiv-Butterworth-2017
rs13402475	ADAM11	25.409	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	BLVRA	25.367	additional GWAS	Biorxiv-Butterworth-2017
rs11575578	IL11RA	25.357	additional GWAS	Biorxiv-Butterworth-2017
rs11607100	CHRDL2	25.237	additional GWAS	Biorxiv-Butterworth-2017
rs704	RGS19	25.208	additional GWAS	Biorxiv-Butterworth-2017
rs4767027	OAS1	25.208	additional GWAS	Biorxiv-Butterworth-2017
rs4971155	FCRL1	25.201	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	RAC3	25.131	additional GWAS	Biorxiv-Butterworth-2017
rs429358	KIR2DL5A	25.119	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	PTPN11	25.102	additional GWAS	Biorxiv-Butterworth-2017
rs967645	DCUN1D5	25.102	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	NFE2L1	25.102	additional GWAS	Biorxiv-Butterworth-2017
rs1056524	ITIH1	25.081	additional GWAS	Biorxiv-Butterworth-2017
rs139571703	IGLL1	25.009	additional GWAS	Biorxiv-Butterworth-2017
rs72708013	CD3E	25	additional GWAS	Biorxiv-Butterworth-2017
rs12124234	CD48	24.959	additional GWAS	Biorxiv-Butterworth-2017
rs429358	NAPB	24.921	additional GWAS	Biorxiv-Butterworth-2017
rs78625720	NT5C	24.921	additional GWAS	Biorxiv-Butterworth-2017
rs10139058	ACP2	24.921	additional GWAS	Biorxiv-Butterworth-2017
rs9643300	ST3GAL1	24.854	additional GWAS	Biorxiv-Butterworth-2017
rs62143206	SCMH1	24.824	additional GWAS	Biorxiv-Butterworth-2017
rs57091121	UNC5C	24.721	additional GWAS	Biorxiv-Butterworth-2017
rs143361672	DPEP2	24.699	additional GWAS	Biorxiv-Butterworth-2017
rs77881626	RFESD	24.678	additional GWAS	Biorxiv-Butterworth-2017
rs34436714	THYN1	24.638	additional GWAS	Biorxiv-Butterworth-2017
rs28578007	SUMF1	24.638	additional GWAS	Biorxiv-Butterworth-2017
rs3129205	COL11A2	24.585	additional GWAS	Biorxiv-Butterworth-2017
rs1409338	CD3E	24.538	additional GWAS	Biorxiv-Butterworth-2017
rs2468789	FARS2	24.523	additional GWAS	Biorxiv-Butterworth-2017
rs11568972	EGF	24.509	additional GWAS	Biorxiv-Butterworth-2017
rs7412	CDHR5	24.456	additional GWAS	Biorxiv-Butterworth-2017
rs415895	SWAP70	24.456	additional GWAS	Biorxiv-Butterworth-2017
rs704	CD34	24.42	additional GWAS	Biorxiv-Butterworth-2017
rs4074478	GPC1	24.367	additional GWAS	Biorxiv-Butterworth-2017
rs36082205	XXYLT1	24.357	additional GWAS	Biorxiv-Butterworth-2017
rs967645	APOA5	24.337	additional GWAS	Biorxiv-Butterworth-2017
rs59123177	RNF13	24.268	additional GWAS	Biorxiv-Butterworth-2017
rs34460487	GLTPD2	24.167	additional GWAS	Biorxiv-Butterworth-2017
rs12614	GREM1	24.161	additional GWAS	Biorxiv-Butterworth-2017
rs4845586	CREB3L4	24.149	additional GWAS	Biorxiv-Butterworth-2017
rs704	RIC3	24.149	additional GWAS	Biorxiv-Butterworth-2017
rs10128781	H6PD	24.071	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	NBR1	24.022	additional GWAS	Biorxiv-Butterworth-2017
rs704	RLBP1	24	additional GWAS	Biorxiv-Butterworth-2017
rs7412	KIN	23.921	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	TNNI3	23.854	additional GWAS	Biorxiv-Butterworth-2017
rs7950273	PDGFD	23.854	additional GWAS	Biorxiv-Butterworth-2017
rs1891906	ISG15	23.854	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	SULF2	23.824	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	TMEM230	23.796	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	SYNE2	23.796	additional GWAS	Biorxiv-Butterworth-2017
rs12882946	EPHB3	23.745	additional GWAS	Biorxiv-Butterworth-2017
rs71632673	APCS	23.721	additional GWAS	Biorxiv-Butterworth-2017
rs12368181	IL21	23.699	additional GWAS	Biorxiv-Butterworth-2017
rs1534166	NAALAD2	23.678	additional GWAS	Biorxiv-Butterworth-2017
rs36105360	LMNB1	23.658	additional GWAS	Biorxiv-Butterworth-2017
rs11206397	FAM151A	23.585	additional GWAS	Biorxiv-Butterworth-2017
rs163352	CNTN4	23.569	additional GWAS	Biorxiv-Butterworth-2017
rs200123836	LRPPRC	23.553	additional GWAS	Biorxiv-Butterworth-2017
rs5167	XRCC4	23.553	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	HMOX2	23.523	additional GWAS	Biorxiv-Butterworth-2017
rs4241818	GNRH1	23.509	additional GWAS	Biorxiv-Butterworth-2017
rs10800453	TFPI	23.495	additional GWAS	Biorxiv-Butterworth-2017
rs17107803	TST	23.481	additional GWAS	Biorxiv-Butterworth-2017
rs7080536	IFNGR1	23.456	additional GWAS	Biorxiv-Butterworth-2017
rs704	NAP1L2	23.42	additional GWAS	Biorxiv-Butterworth-2017
rs8176743	IL27RA	23.409	additional GWAS	Biorxiv-Butterworth-2017
rs4241818	DBNL	23.409	additional GWAS	Biorxiv-Butterworth-2017
rs2271893	LMAN2L	23.357	additional GWAS	Biorxiv-Butterworth-2017
rs35483681	CLMP	23.347	additional GWAS	Biorxiv-Butterworth-2017
rs704	RNF128	23.328	additional GWAS	Biorxiv-Butterworth-2017
rs2275180	TIE1	23.319	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	RAB14	23.31	additional GWAS	Biorxiv-Butterworth-2017
rs62143198	TNFSF14	23.292	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	MAP2K3	23.187	additional GWAS	Biorxiv-Butterworth-2017
rs3917549	LAMTOR3	23.167	additional GWAS	Biorxiv-Butterworth-2017
rs115478735	TPST2	23.102	additional GWAS	Biorxiv-Butterworth-2017
rs4632248	ST6GALNAC3	23.092	additional GWAS	Biorxiv-Butterworth-2017
rs6043409	SIRPG	23.092	additional GWAS	Biorxiv-Butterworth-2017
rs8193016	CEL	23.081	additional GWAS	Biorxiv-Butterworth-2017
rs9890200	SPATA20	23.06	additional GWAS	Biorxiv-Butterworth-2017
rs10582034	CD63	23.051	additional GWAS	Biorxiv-Butterworth-2017
rs704	ERO1L	23.041	additional GWAS	Biorxiv-Butterworth-2017
rs11955347	C1QTNF5	23.041	additional GWAS	Biorxiv-Butterworth-2017
rs139641769	TCN2	23	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	ALDOA	22.959	additional GWAS	Biorxiv-Butterworth-2017
rs12694039	CCL28	22.959	additional GWAS	Biorxiv-Butterworth-2017
rs1973612	PTHLH	22.921	additional GWAS	Biorxiv-Butterworth-2017
rs17860955	MMP10	22.854	additional GWAS	Biorxiv-Butterworth-2017
rs704	MTPAP	22.854	additional GWAS	Biorxiv-Butterworth-2017
rs28480494	CISD1	22.77	additional GWAS	Biorxiv-Butterworth-2017
rs704	WDR1	22.745	additional GWAS	Biorxiv-Butterworth-2017
rs12740374	CA10	22.678	additional GWAS	Biorxiv-Butterworth-2017
rs13402561	IL1B	22.658	additional GWAS	Biorxiv-Butterworth-2017
rs58452280	PRB4	22.569	additional GWAS	Biorxiv-Butterworth-2017
rs1126728	PGM1	22.553	additional GWAS	Biorxiv-Butterworth-2017
rs17580	CDC42BPA	22.509	additional GWAS	Biorxiv-Butterworth-2017
rs2731673	METTL1	22.495	additional GWAS	Biorxiv-Butterworth-2017
rs704	CHKB	22.481	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	TOLLIP	22.469	additional GWAS	Biorxiv-Butterworth-2017
rs61739314	EMILIN3	22.444	additional GWAS	Biorxiv-Butterworth-2017
rs78770234	LRPAP1	22.444	additional GWAS	Biorxiv-Butterworth-2017
rs145648894	AKR1C1	22.42	additional GWAS	Biorxiv-Butterworth-2017
rs1956456	GOT1	22.252	additional GWAS	Biorxiv-Butterworth-2017
rs2283824	TPST2	22.222	additional GWAS	Biorxiv-Butterworth-2017
rs529541	ARHGEF10	22.143	additional GWAS	Biorxiv-Butterworth-2017
rs4835097	POMGNT2	22.102	additional GWAS	Biorxiv-Butterworth-2017
rs5848	GRN	22.092	additional GWAS	Biorxiv-Butterworth-2017
rs11574765	IL6ST	22	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	PRKACA	21.921	additional GWAS	Biorxiv-Butterworth-2017
rs35030851	TEK	21.854	additional GWAS	Biorxiv-Butterworth-2017
rs146261845	CD163	21.796	additional GWAS	Biorxiv-Butterworth-2017
rs704	RABEPK	21.796	additional GWAS	Biorxiv-Butterworth-2017
rs62143206	FUT9	21.796	additional GWAS	Biorxiv-Butterworth-2017
rs704	NGFR	21.77	additional GWAS	Biorxiv-Butterworth-2017
rs62143206	LAMTOR3	21.77	additional GWAS	Biorxiv-Butterworth-2017
rs10885877	GFRA1	21.699	additional GWAS	Biorxiv-Butterworth-2017
rs6801789	LRRN1	21.638	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	GABARAPL2	21.602	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	UBE2V1	21.602	additional GWAS	Biorxiv-Butterworth-2017
rs72708013	TOR1AIP1	21.523	additional GWAS	Biorxiv-Butterworth-2017
rs56204594	RNASE2	21.495	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	TAX1BP3	21.367	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	COX6C	21.319	additional GWAS	Biorxiv-Butterworth-2017
rs547138	F10	21.237	additional GWAS	Biorxiv-Butterworth-2017
rs41313926	KCNE5	21.222	additional GWAS	Biorxiv-Butterworth-2017
rs12566098	IL12RB2	21.222	additional GWAS	Biorxiv-Butterworth-2017
rs4657825	CFB	21.201	additional GWAS	Biorxiv-Butterworth-2017
rs4619875	ARFIP1	21.18	additional GWAS	Biorxiv-Butterworth-2017
rs1042464	NXT1	21.149	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	CASP3	21.143	additional GWAS	Biorxiv-Butterworth-2017
rs77542162	CCL22	21.143	additional GWAS	Biorxiv-Butterworth-2017
rs1801690	VSIG2	21.119	additional GWAS	Biorxiv-Butterworth-2017
rs58452280	CCNC	21.119	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	DKK1	21.108	additional GWAS	Biorxiv-Butterworth-2017
rs4899178	AGER	21.06	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	HMGN1	21.051	additional GWAS	Biorxiv-Butterworth-2017
rs10159712	CDH7	21	additional GWAS	Biorxiv-Butterworth-2017
rs6809081	CGREF1	20.959	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	CTSA	20.959	additional GWAS	Biorxiv-Butterworth-2017
rs3917549	TNS4	20.886	additional GWAS	Biorxiv-Butterworth-2017
rs12210904	MAPK13	20.824	additional GWAS	Biorxiv-Butterworth-2017
rs113022368	CCL17	20.796	additional GWAS	Biorxiv-Butterworth-2017
rs492602	TCN1	20.745	additional GWAS	Biorxiv-Butterworth-2017
rs1831282	BATF3	20.745	additional GWAS	Biorxiv-Butterworth-2017
rs5757973	PDCD1	20.699	additional GWAS	Biorxiv-Butterworth-2017
rs7964859	CTSA	20.699	additional GWAS	Biorxiv-Butterworth-2017
rs62143198	HTATIP2	20.699	additional GWAS	Biorxiv-Butterworth-2017
rs4795433	BACH1	20.678	additional GWAS	Biorxiv-Butterworth-2017
rs35154032	PLXNA1	20.678	additional GWAS	Biorxiv-Butterworth-2017
rs704	RRM2B	20.678	additional GWAS	Biorxiv-Butterworth-2017
rs4395853	POFUT2	20.658	additional GWAS	Biorxiv-Butterworth-2017
rs146901797	APBB2	20.658	additional GWAS	Biorxiv-Butterworth-2017
rs10031452	CXCL11	20.62	additional GWAS	Biorxiv-Butterworth-2017
rs75287599	LHB	20.62	additional GWAS	Biorxiv-Butterworth-2017
rs704	GRB14	20.602	additional GWAS	Biorxiv-Butterworth-2017
rs4795433	KCNIP1	20.569	additional GWAS	Biorxiv-Butterworth-2017
rs112206797	AMELX	20.523	additional GWAS	Biorxiv-Butterworth-2017
rs2241384	LILRA4	20.469	additional GWAS	Biorxiv-Butterworth-2017
rs2248863	C1QTNF5	20.456	additional GWAS	Biorxiv-Butterworth-2017
rs483082	GSTM1	20.432	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	APOD	20.377	additional GWAS	Biorxiv-Butterworth-2017
rs3917532	MILR1	20.367	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	CCBL2	20.367	additional GWAS	Biorxiv-Butterworth-2017
rs34124816	RETN	20.357	additional GWAS	Biorxiv-Butterworth-2017
rs5112	PMEPA1	20.337	additional GWAS	Biorxiv-Butterworth-2017
rs738086	SCARF2	20.319	additional GWAS	Biorxiv-Butterworth-2017
rs3136674	CDSN	20.31	additional GWAS	Biorxiv-Butterworth-2017
rs7247412	B4GALT1	20.31	additional GWAS	Biorxiv-Butterworth-2017
rs8176743	SEMA6A	20.26	additional GWAS	Biorxiv-Butterworth-2017
rs139276089	GCG	20.252	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	DKK4	20.237	additional GWAS	Biorxiv-Butterworth-2017
rs635634	LIFR	20.222	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	HDLBP	20.149	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	OAS1	20.149	additional GWAS	Biorxiv-Butterworth-2017
rs10582034	ASCC1	20.143	additional GWAS	Biorxiv-Butterworth-2017
rs429358	DCK	20.131	additional GWAS	Biorxiv-Butterworth-2017
rs887241	ALDH3A1	20.108	additional GWAS	Biorxiv-Butterworth-2017
rs10866867	SCARA5	20.102	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	ZNF276	20.102	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	PAFAH1B2	20.102	additional GWAS	Biorxiv-Butterworth-2017
rs369849874	CCL19	20.102	additional GWAS	Biorxiv-Butterworth-2017
rs6505079	CRABP1	20.092	additional GWAS	Biorxiv-Butterworth-2017
rs967645	M6PR	20.022	additional GWAS	Biorxiv-Butterworth-2017
rs35505705	MAN1A2	19.959	additional GWAS	Biorxiv-Butterworth-2017
rs429358	LCN10	19.959	additional GWAS	Biorxiv-Butterworth-2017
rs6809081	JAK2	19.921	additional GWAS	Biorxiv-Butterworth-2017
rs7144298	SLC9B2	19.921	additional GWAS	Biorxiv-Butterworth-2017
rs1801689	DNAJB9	19.886	additional GWAS	Biorxiv-Butterworth-2017
rs141738059	HNF4A	19.854	additional GWAS	Biorxiv-Butterworth-2017
rs7513428	CREG1	19.854	additional GWAS	Biorxiv-Butterworth-2017
rs1065853	APOB	19.824	additional GWAS	Biorxiv-Butterworth-2017
rs704	PCDHGC5	19.824	additional GWAS	Biorxiv-Butterworth-2017
rs1801020	PRKCSH	19.77	additional GWAS	Biorxiv-Butterworth-2017
rs34970894	NPW	19.745	additional GWAS	Biorxiv-Butterworth-2017
rs704	METTL1	19.721	additional GWAS	Biorxiv-Butterworth-2017
rs9900613	MXRA7	19.721	additional GWAS	Biorxiv-Butterworth-2017
rs4665710	SLC5A8	19.699	additional GWAS	Biorxiv-Butterworth-2017
rs438811	TOM1L1	19.658	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	SYNCRIP	19.658	additional GWAS	Biorxiv-Butterworth-2017
rs6838228	RAD51L3	19.638	additional GWAS	Biorxiv-Butterworth-2017
rs11845244	DEFB119	19.638	additional GWAS	Biorxiv-Butterworth-2017
rs7010461	IDO1	19.602	additional GWAS	Biorxiv-Butterworth-2017
rs61738953	CDNF	19.602	additional GWAS	Biorxiv-Butterworth-2017
rs13229701	PRSS2	19.553	additional GWAS	Biorxiv-Butterworth-2017
rs2229437	PRCP	19.553	additional GWAS	Biorxiv-Butterworth-2017
rs62143198	ACAP2	19.432	additional GWAS	Biorxiv-Butterworth-2017
rs61751507	CGREF1	19.337	additional GWAS	Biorxiv-Butterworth-2017
rs2227551	PLAU	19.268	additional GWAS	Biorxiv-Butterworth-2017
rs200997557	ETS2	19.208	additional GWAS	Biorxiv-Butterworth-2017
rs516246	SECTM1	19.201	additional GWAS	Biorxiv-Butterworth-2017
rs704	IGFL3	19.149	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	NMT1	19.131	additional GWAS	Biorxiv-Butterworth-2017
rs72743610	LRP1	19.108	additional GWAS	Biorxiv-Butterworth-2017
rs72802342	CPB1	19.071	additional GWAS	Biorxiv-Butterworth-2017
rs12075	CCL11	19.071	additional GWAS	Biorxiv-Butterworth-2017
rs547138	F10	19.051	additional GWAS	Biorxiv-Butterworth-2017
rs1552641	SIRT2	19.041	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	GPD1L	19.032	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	CASP10	19.022	additional GWAS	Biorxiv-Butterworth-2017
rs429358	ARL1	18.959	additional GWAS	Biorxiv-Butterworth-2017
rs62143198	CRKL	18.959	additional GWAS	Biorxiv-Butterworth-2017
rs2795507	RET	18.959	additional GWAS	Biorxiv-Butterworth-2017
rs145188037	IGFBP3	18.959	additional GWAS	Biorxiv-Butterworth-2017
rs10745925	ARSK	18.959	additional GWAS	Biorxiv-Butterworth-2017
rs34221241	FLT4	18.824	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	ERP44	18.824	additional GWAS	Biorxiv-Butterworth-2017
rs2524277	TFF3	18.796	additional GWAS	Biorxiv-Butterworth-2017
rs704	CPVL	18.77	additional GWAS	Biorxiv-Butterworth-2017
rs41305481	COL15A1	18.721	additional GWAS	Biorxiv-Butterworth-2017
rs1065853	DEFB119	18.658	additional GWAS	Biorxiv-Butterworth-2017
rs146385050	COL1A1	18.658	additional GWAS	Biorxiv-Butterworth-2017
rs10738948	RGMA	18.658	additional GWAS	Biorxiv-Butterworth-2017
rs28929474	WISP3	18.553	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	YWHAZ	18.523	additional GWAS	Biorxiv-Butterworth-2017
rs117399000	CA10	18.523	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	LYN	18.495	additional GWAS	Biorxiv-Butterworth-2017
rs1245540	SPOCK2	18.481	additional GWAS	Biorxiv-Butterworth-2017
rs1961839	MFGE8	18.469	additional GWAS	Biorxiv-Butterworth-2017
rs71314970	APOL1	18.456	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	LYN	18.444	additional GWAS	Biorxiv-Butterworth-2017
rs7041	JAG1	18.42	additional GWAS	Biorxiv-Butterworth-2017
rs4241819	TAC1	18.387	additional GWAS	Biorxiv-Butterworth-2017
rs58056804	S100A4	18.347	additional GWAS	Biorxiv-Butterworth-2017
rs62143194	SLC27A2	18.319	additional GWAS	Biorxiv-Butterworth-2017
rs929477	FAM20A	18.292	additional GWAS	Biorxiv-Butterworth-2017
rs12921670	CRISPLD2	18.268	additional GWAS	Biorxiv-Butterworth-2017
rs2545801	CD63	18.26	additional GWAS	Biorxiv-Butterworth-2017
rs11549914	DNAJC17	18.252	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	TEX29	18.237	additional GWAS	Biorxiv-Butterworth-2017
rs61745945	ENTHD2	18.229	additional GWAS	Biorxiv-Butterworth-2017
rs919791	C6orf89	18.201	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	PNKP	18.187	additional GWAS	Biorxiv-Butterworth-2017
rs12371	C17orf78	18.149	additional GWAS	Biorxiv-Butterworth-2017
rs7964859	IDUA	18.143	additional GWAS	Biorxiv-Butterworth-2017
rs572361305	ISG15	18.108	additional GWAS	Biorxiv-Butterworth-2017
rs6472812	TLR4,LY96	18.108	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	FBP1	18.108	additional GWAS	Biorxiv-Butterworth-2017
rs1431093	PTN	18.102	additional GWAS	Biorxiv-Butterworth-2017
rs12137505	PEAR1	18.092	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	C1QTNF9	18.081	additional GWAS	Biorxiv-Butterworth-2017
rs2073867	ANXA10	18.051	additional GWAS	Biorxiv-Butterworth-2017
rs28361034	NSF	18	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	GNPDA1	17.959	additional GWAS	Biorxiv-Butterworth-2017
rs28929474	TXNDC5	17.959	additional GWAS	Biorxiv-Butterworth-2017
rs313829	TPST1	17.959	additional GWAS	Biorxiv-Butterworth-2017
rs116795853	DNAJB11	17.959	additional GWAS	Biorxiv-Butterworth-2017
rs704	MMP8	17.921	additional GWAS	Biorxiv-Butterworth-2017
rs1563317	RGMB	17.921	additional GWAS	Biorxiv-Butterworth-2017
rs62295996	CCDC126	17.921	additional GWAS	Biorxiv-Butterworth-2017
rs704	ITSN1	17.921	additional GWAS	Biorxiv-Butterworth-2017
rs967645	EFNB1	17.886	additional GWAS	Biorxiv-Butterworth-2017
rs5848	C1QTNF1	17.886	additional GWAS	Biorxiv-Butterworth-2017
rs62143206	CDK8,CCNC	17.886	additional GWAS	Biorxiv-Butterworth-2017
rs139531404	DGKB	17.854	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	HK1	17.824	additional GWAS	Biorxiv-Butterworth-2017
rs7298766	NELL1	17.824	additional GWAS	Biorxiv-Butterworth-2017
rs12740374	FJX1	17.824	additional GWAS	Biorxiv-Butterworth-2017
rs2228139	IL1RL2	17.796	additional GWAS	Biorxiv-Butterworth-2017
rs28929474	DNAJB9	17.77	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	APLP2	17.745	additional GWAS	Biorxiv-Butterworth-2017
rs34827544	HS6ST1	17.721	additional GWAS	Biorxiv-Butterworth-2017
rs13318853	CPB1	17.699	additional GWAS	Biorxiv-Butterworth-2017
rs62295996	PPT1	17.678	additional GWAS	Biorxiv-Butterworth-2017
rs11059617	TMEM132C	17.658	additional GWAS	Biorxiv-Butterworth-2017
rs4151659	EMC4	17.62	additional GWAS	Biorxiv-Butterworth-2017
rs1791679	CTSF	17.602	additional GWAS	Biorxiv-Butterworth-2017
rs10849546	QSOX1	17.602	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	LGALS7	17.585	additional GWAS	Biorxiv-Butterworth-2017
rs34038940	AMH	17.585	additional GWAS	Biorxiv-Butterworth-2017
rs61867369	GPC1	17.569	additional GWAS	Biorxiv-Butterworth-2017
rs2073867	SEL1L2	17.553	additional GWAS	Biorxiv-Butterworth-2017
rs200436316	RAB26	17.523	additional GWAS	Biorxiv-Butterworth-2017
rs704	NRSN1	17.523	additional GWAS	Biorxiv-Butterworth-2017
rs4795433	ECE1	17.523	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	PDRG1	17.432	additional GWAS	Biorxiv-Butterworth-2017
rs574174001	CST7	17.398	additional GWAS	Biorxiv-Butterworth-2017
rs4747199	GRN	17.367	additional GWAS	Biorxiv-Butterworth-2017
rs679574	FAM177A1	17.357	additional GWAS	Biorxiv-Butterworth-2017
rs3917549	CD79A	17.337	additional GWAS	Biorxiv-Butterworth-2017
rs11337012	LPO	17.328	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	CDK5,CDK5R1	17.328	additional GWAS	Biorxiv-Butterworth-2017
rs117059302	HAVCR2	17.319	additional GWAS	Biorxiv-Butterworth-2017
