snp	pqtl_gene	pqtl_entrez_id	neg_log10_p	gwas_source
rs74480769	PIK3CG	5294	15.745	10.1101/134551
rs855791	TFRC	7037	15.721	10.1101/134551
rs679574	FUT3	2525	15.678	10.1101/134551
rs2498589	ICOS	29851	15.678	10.1101/134551
rs2019065	GJA1	2697	15.678	10.1101/134551
rs11188501	ENTPD1	953	15.658	10.1101/134551
rs34813609	KLK14	43847	15.638	10.1101/134551
rs11697677	MATN4	8785	15.602	10.1101/134551
rs4316475	CNTN5	53942	15.602	10.1101/134551
rs3752102	RGMA	56963	15.602	10.1101/134551
rs142201367	ADM	133	15.602	10.1101/134551
rs9830049	ALCAM	214	15.553	10.1101/134551
rs8125909	APMAP	57136	15.553	10.1101/134551
rs704	LYZL2	119180	15.523	10.1101/134551
rs150622725	COLEC12	81035	15.509	10.1101/134551
rs1015456	CHL1	10752	15.495	10.1101/134551
rs1926447	C8orf33	65265	15.481	10.1101/134551
rs34436714	IL7R	3575	15.481	10.1101/134551
rs28767468	AGER	177	15.432	10.1101/134551
rs75203710	POGLUT1	56983	15.42	10.1101/134551
rs116763083	CCL19	6363	15.42	10.1101/134551
rs8176743	PEAR1	375033	15.42	10.1101/134551
rs16989724	GZMM	3004	15.409	10.1101/134551
rs4253282	GPNMB	10457	15.398	10.1101/134551
rs79874727	CD300C	10871	15.387	10.1101/134551
rs34336071	KDR	3791	15.367	10.1101/134551
rs74480769	TPM2	7169	15.357	10.1101/134551
rs7971133	SULF2	55959	15.337	10.1101/134551
rs704	ISM1	140862	15.328	10.1101/134551
rs74480769	C10orf35		15.328	10.1101/134551
rs4632248	CD207	50489	15.328	10.1101/134551
rs62143197	EPHA5	2044	15.31	10.1101/134551
rs1065853	LRP1B	53353	15.292	10.1101/134551
rs3093692	CDH12	1010	15.292	10.1101/134551
rs4759076	CCL28	56477	15.268	10.1101/134551
rs7173566	MTHFS	10588	15.222	10.1101/134551
rs12038333	DHX38	9785	15.222	10.1101/134551
rs704	MSLN	10232	15.201	10.1101/134551
rs7412	ADAM11	4185	15.187	10.1101/134551
rs12128261	LY9	4063	15.187	10.1101/134551
rs62143197	QDPR	5860	15.167	10.1101/134551
rs967645	ABL2	27	15.167	10.1101/134551
rs62143198	KIN	22944	15.149	10.1101/134551
rs74480769	STAB2	55576	15.119	10.1101/134551
rs704	RCAN1	1827	15.108	10.1101/134551
rs7019538	PTGDS	5730	15.108	10.1101/134551
rs11849582	DVL2	1856	15.092	10.1101/134551
rs704	GORAB	92344	15.071	10.1101/134551
rs74480769	PTPN1	5770	15.051	10.1101/134551
rs11559024	CKM	1158	15.041	10.1101/134551
rs679574	ALPI	248	15.009	10.1101/134551
rs10424405	FAM150B		15.009	10.1101/134551
rs2631738	CPZ	8532	15	10.1101/134551
rs34761731	FGF8	2253	14.959	10.1101/134551
rs2278428	NCR1	9437	14.959	10.1101/134551
rs35143187	PSG9	5678	14.959	10.1101/134551
rs10424405	NCL	4691	14.959	10.1101/134551
rs8111	ATF6	22926	14.959	10.1101/134551
rs34813609	FRZB	2487	14.921	10.1101/134551
rs12722013	CCL21	6366	14.886	10.1101/134551
rs28461437	NCAM2	4685	14.886	10.1101/134551
rs193280350	REN	5972	14.886	10.1101/134551
rs78501968	TEX29	121793	14.886	10.1101/134551
rs28396798	MGAT2	4247	14.886	10.1101/134551
rs2731673	DPEP2	64174	14.886	10.1101/134551
rs1126605	SCIN	85477	14.854	10.1101/134551
rs79795228	REG4	83998	14.854	10.1101/134551
rs144830084	CXCL16	58191	14.854	10.1101/134551
rs2257167	IFNAR1	3454	14.854	10.1101/134551
rs708100	SLC6A14	11254	14.824	10.1101/134551
rs74480769	ST6GALNAC2	10610	14.824	10.1101/134551
rs5167	FKBP6	8468	14.824	10.1101/134551
rs9526137	RPRD1A	55197	14.796	10.1101/134551
rs2073867	ZP4	57829	14.77	10.1101/134551
rs74480769	RGS8	85397	14.745	10.1101/134551
rs77542162	EPYC	1833	14.745	10.1101/134551
rs1157745	CA5A	763	14.721	10.1101/134551
rs74480769	COX4I2	84701	14.721	10.1101/134551
rs8050745	TPPP2	122664	14.721	10.1101/134551
rs704	ERLIN1	10613	14.699	10.1101/134551
rs2731674	ASCC1	51008	14.658	10.1101/134551
rs6993770	PDGFA	5154	14.638	10.1101/134551
rs438811	RFNG	5986	14.638	10.1101/134551
rs74480769	IL34	146433	14.638	10.1101/134551
rs113358888	NCOA2	10499	14.602	10.1101/134551
rs62143197	RAD23B	5887	14.602	10.1101/134551
rs704	OPALIN	93377	14.585	10.1101/134551
rs373214284	CAPN2	824	14.585	10.1101/134551
rs2269615	CACNA2D3	55799	14.553	10.1101/134551
rs34813609	IGFL3	388555	14.553	10.1101/134551
rs74480769	CA4	762	14.538	10.1101/134551
rs74480769	DSG1	1828	14.538	10.1101/134551
rs1803274	APOM	55937	14.538	10.1101/134551
rs369160772	APOF	319	14.523	10.1101/134551
rs5746017	TNFRSF1B	7133	14.523	10.1101/134551
rs3825068	CST6	1474	14.495	10.1101/134551
rs62143197	RPS3	6188	14.481	10.1101/134551
rs62037084	CX3CL1	6376	14.469	10.1101/134551
rs138942288	SFRP1	6422	14.456	10.1101/134551
rs1801020	CDH15	1013	14.456	10.1101/134551
rs10418046	ACBD7	414149	14.409	10.1101/134551
chr4:187154272	FIGF		14.367	10.1101/134551
rs2229542	AKR1B1	231	14.328	10.1101/134551
rs4241818	IL13RA1	3597	14.292	10.1101/134551
rs9891968	SIRT2	22933	14.268	10.1101/134551
rs4241818	XG	7499,100132596	14.268	10.1101/134551
rs814573	APOE	348	14.268	10.1101/134551
rs2148299	TOR1AIP1	26092	14.26	10.1101/134551
rs35106244	CCL25	6370	14.26	10.1101/134551
rs34813609	C2orf40	84417	14.237	10.1101/134551
rs570618	ERVV,1		14.229	10.1101/134551
rs74480769	BCL2L1	598	14.18	10.1101/134551
rs7213215	DKK4	27121	14.18	10.1101/134551
rs3917549	NEURL1	9148	14.167	10.1101/134551
rs6993770	SIRT5	23408	14.167	10.1101/134551
rs629301	NEO1	4756	14.149	10.1101/134551
rs4241819	IL2	3558	14.149	10.1101/134551
rs60697456	AGRP	181	14.143	10.1101/134551
rs10418046	SEMA3B	7869	14.108	10.1101/134551
rs6993770	CCL17	6361	14.108	10.1101/134551
rs704	HS6ST1	9394	14.102	10.1101/134551
rs9815073	IL12B,IL23A	51561,3593	14.06	10.1101/134551
rs7964859	GGH	8836	14.051	10.1101/134551
rs62143197	VPS4A	27183	14.051	10.1101/134551
rs704	SERPINA12	145264	14.041	10.1101/134551
rs62143197	PNP	4860	14.041	10.1101/134551
rs74480769	AZGP1	563	14.041	10.1101/134551
rs28929474	ARFIP2	23647	14.022	10.1101/134551
rs74480769	ENTPD1	953	14.009	10.1101/134551
rs5167	DEAF1	10522	14	10.1101/134551
rs10418046	SLC14A2	8170	14	10.1101/134551
chr12:89825226	CD300A	11314	13.959	10.1101/134551
rs3917549	ACBD7	414149	13.959	10.1101/134551
rs10418046	ADAMTS4	9507	13.959	10.1101/134551
rs16837641	NRP2	8828	13.959	10.1101/134551
rs1973612	CSMD1	64478	13.959	10.1101/134551
rs2230641	CCNH	902	13.921	10.1101/134551
rs62143194	WSCD2	9671	13.921	10.1101/134551
rs429358	STIM1	6786	13.921	10.1101/134551
rs199696982	NRAC		13.921	10.1101/134551
rs74480769	GCNT4	51301	13.921	10.1101/134551
rs7614709	SULF2	55959	13.921	10.1101/134551
rs62143197	PTK2B	2185	13.886	10.1101/134551
rs62143194	NGFR	4804	13.886	10.1101/134551
rs140142103	LRRC74A	145497	13.886	10.1101/134551
rs959025	DLL1	28514	13.886	10.1101/134551
rs62143194	IMPDH1	3614	13.886	10.1101/134551
rs12740374	HFE2	148738	13.854	10.1101/134551
rs55993634	PNLIPRP1	5407	13.854	10.1101/134551
rs10418046	PSME1	5720	13.824	10.1101/134551
chr5:54327845	GZMK	3003	13.824	10.1101/134551
rs12434433	DYNAP	284254	13.824	10.1101/134551
rs6761276	IL1RN	3557	13.824	10.1101/134551
rs214099	CCL25	6370	13.77	10.1101/134551
rs140142103	COX4I2	84701	13.77	10.1101/134551
rs74480769	ZNF276	92822	13.77	10.1101/134551
rs10424405	LGALS2	3957	13.77	10.1101/134551
rs35814191	UBTD2	92181	13.77	10.1101/134551
rs10418046	AP4M1	9179	13.77	10.1101/134551
rs10762477	C10orf54		13.77	10.1101/134551
rs57942103	AGER	177	13.745	10.1101/134551
rs7412	FAM20A	54757	13.745	10.1101/134551
rs4934470	C1QC	714	13.721	10.1101/134551
rs3184504	VCAM1	7412	13.721	10.1101/134551
rs6993770	CPXM1	56265	13.721	10.1101/134551
rs884205	TNFRSF11A	8792	13.699	10.1101/134551
rs10418046	FAM107A	11170	13.699	10.1101/134551
rs12301299	DEFB119	245932	13.699	10.1101/134551
rs3733724	SEMA6A	57556	13.678	10.1101/134551
rs6993770	UGT2A1	10941	13.678	10.1101/134551
rs967645	SFRP2	6423	13.678	10.1101/134551
rs704	HSPA6	3310	13.658	10.1101/134551
rs34983651	CDY1	9085	13.658	10.1101/134551
rs34813609	MCEMP1	199675	13.638	10.1101/134551
rs73174306	PPY	5539	13.62	10.1101/134551
rs704	CHI3L2	1117	13.602	10.1101/134551
rs60843925	TMEM132C	92293	13.602	10.1101/134551
rs2745924	CAT	847	13.569	10.1101/134551
rs62143197	PMVK	10654	13.523	10.1101/134551
rs112206797	SPACA7	122258	13.509	10.1101/134551
rs2731674	NGFR	4804	13.495	10.1101/134551
rs704	SPOCK3	50859	13.495	10.1101/134551
rs2959011	ISLR2	57611	13.495	10.1101/134551
rs1065853	IL22RA1	58985	13.495	10.1101/134551
rs7250982	LPO	4025	13.481	10.1101/134551
rs7022	MPZ	4359	13.481	10.1101/134551
rs9287090	NPTX2	4885	13.469	10.1101/134551
rs144579705	BCAM	4059	13.456	10.1101/134551
rs67908756	CANX	821	13.409	10.1101/134551
rs3761376	TFF1	7031	13.409	10.1101/134551
rs13402560	NRXN3	9369	13.387	10.1101/134551
rs355772	PDCD1LG2	80380	13.377	10.1101/134551
rs75077631	LAMA4	3910	13.347	10.1101/134551
rs11172791	LRIG3	121227	13.319	10.1101/134551
rs74480769	LTBR	4055	13.319	10.1101/134551
rs1511802	IBSP	3381	13.301	10.1101/134551
rs145548733	RCAN1	1827	13.292	10.1101/134551
rs10864728	NRP1	8829	13.268	10.1101/134551
rs34813609	C1QTNF9	338872	13.26	10.1101/134551
rs10887868	FAM213A	84293	13.26	10.1101/134551
rs4055121	ISLR2	57611	13.26	10.1101/134551
rs12478119	MLN	4295	13.252	10.1101/134551
rs12038333	GCK	2645	13.237	10.1101/134551
rs28577986	CLEC4E	26253	13.237	10.1101/134551
rs117804109	GRID2	2895	13.237	10.1101/134551
rs72840032	JAK2	3717	13.237	10.1101/134551
rs612563	AP4M1	9179	13.229	10.1101/134551
rs876036	LILRA4	23547	13.222	10.1101/134551
rs74480769	KLK14	43847	13.208	10.1101/134551
rs74480769	CBX5	23468	13.201	10.1101/134551
rs3917549	RNF8	9025	13.187	10.1101/134551
rs74480769	IGFL3	388555	13.187	10.1101/134551
rs34436714	TPST2	8459	13.167	10.1101/134551
rs2072696	CA3	761	13.167	10.1101/134551
rs4241818	NRSN1	140767	13.161	10.1101/134551
rs143361672	PAM	5066	13.149	10.1101/134551
rs34813609	PTPN1	5770	13.143	10.1101/134551
rs10794029	UROS	7390	13.119	10.1101/134551
rs3917545	ERMAP	114625	13.108	10.1101/134551
rs112226238	LYG1	129530	13.081	10.1101/134551
rs62143198	GNAI3	2773	13.071	10.1101/134551
rs28929474	GPC6	10082	13.06	10.1101/134551
rs34813609	RGS8	85397	13.06	10.1101/134551
rs61400090	SMAP1	60682	13.06	10.1101/134551
rs11447348	EHMT2	10919	13.06	10.1101/134551
rs74480769	CD97		13.051	10.1101/134551
rs62143198	CETN2	1069	13.041	10.1101/134551
rs12331051	ARHGAP30	257106	13.022	10.1101/134551
rs71640034	KRTAP2,4		13.009	10.1101/134551
rs6065904	ATP2A3	489	13	10.1101/134551
rs10972159	CNTFR	1271	13	10.1101/134551
rs4252129	DHX8	1659	13	10.1101/134551
rs10424405	KCNAB2	8514	13	10.1101/134551
rs34813609	VTN	7448	13	10.1101/134551
rs6993770	PPBP	5473	12.959	10.1101/134551
rs34983651	RDH16	8608	12.959	10.1101/134551
rs33944729	STK16	8576	12.959	10.1101/134551
rs62143196	XCL1	6375	12.921	10.1101/134551
rs74480769	PCDHB4	56131	12.921	10.1101/134551
rs11064498	SERPINA9	327657	12.921	10.1101/134551
rs74227709	SELP	6403	12.921	10.1101/134551
rs140142103	RGS19	10287	12.886	10.1101/134551
rs138610068	ADM	133	12.886	10.1101/134551
rs80167373	AP4M1	9179	12.886	10.1101/134551
rs635634	ENG	2022	12.886	10.1101/134551
rs4253311	MENT		12.854	10.1101/134551
rs74480769	POLR1C	9533	12.854	10.1101/134551
rs6993770	SERPINE1	5054	12.854	10.1101/134551
rs113216780	LGALS9	3965	12.824	10.1101/134551
rs11111026	LILRB4	11006	12.824	10.1101/134551
rs62143196	IL12RB1	3594	12.824	10.1101/134551
rs74480769	C8A,C8B,C8G	733,731,732	12.824	10.1101/134551
rs7080386	HBEGF	1839	12.796	10.1101/134551
rs111577916	TIRAP	114609	12.796	10.1101/134551
rs62143197	PAK4	10298	12.77	10.1101/134551
rs62143197	CBR1	873	12.77	10.1101/134551
rs601338	FGF19	9965	12.77	10.1101/134551
rs33944729	CLEC4M	10332	12.745	10.1101/134551
rs1789063	DSC2	1824	12.745	10.1101/134551
rs4632248	FGF16	8823	12.745	10.1101/134551
rs74480769	GPD1L	23171	12.721	10.1101/134551
rs704	CTXN3	613212	12.721	10.1101/134551
rs908830	SEMG1	6406	12.721	10.1101/134551
rs3197999	CRYBB2	1415	12.699	10.1101/134551
rs2731674	PTHLH	5744	12.678	10.1101/134551
rs1801689	ERO1LB		12.658	10.1101/134551
rs74480769	TEX29	121793	12.658	10.1101/134551
rs919791	PGK1	5230	12.658	10.1101/134551
rs704	HAAO	23498	12.638	10.1101/134551
rs241775	GSTA4	2941	12.638	10.1101/134551
rs967645	PKLR	5313	12.62	10.1101/134551
rs62143206	TGFB3	7043	12.62	10.1101/134551
rs34813609	PIK3C2A	5286	12.62	10.1101/134551
rs4795433	MAD1L1	8379	12.602	10.1101/134551
rs74480769	KLK12	43849	12.602	10.1101/134551
rs3814922	STIM1	6786	12.585	10.1101/134551
rs10418046	PFDN5	5204	12.585	10.1101/134551
rs4511431	DYNLL1	8655	12.585	10.1101/134551
rs227646	PTPN4	5775	12.523	10.1101/134551
rs10418046	NMRAL1	57407	12.523	10.1101/134551
rs144515162	HNF4A	3172	12.523	10.1101/134551
rs6065904	KITLG	4254	12.495	10.1101/134551
rs704	PRLR	5618	12.495	10.1101/134551
rs181978376	SCIN	85477	12.495	10.1101/134551
rs62143194	LRP1	4035	12.495	10.1101/134551
rs74480769	ERO1L		12.456	10.1101/134551
rs10424405	C7orf69	NA	12.444	10.1101/134551
rs74480769	CRABP1	1381	12.444	10.1101/134551
rs56278466	SEMA6A	57556	12.444	10.1101/134551
rs10762481	C1QTNF1	114897	12.432	10.1101/134551
rs34813609	BIRC5	332	12.432	10.1101/134551
rs5167	LRTM2	654429	12.42	10.1101/134551
rs61932023	C1QTNF5	114902	12.409	10.1101/134551
rs3032928	MASP1	5648	12.387	10.1101/134551
rs75077631	DBNL	28988	12.377	10.1101/134551
rs142201367	ETHE1	23474	12.377	10.1101/134551
rs8176743	NOTCH1	4851	12.377	10.1101/134551
rs704	DKKL1	27120	12.367	10.1101/134551
rs74480769	COA3	28958	12.367	10.1101/134551
rs74480769	KIF16B	55614	12.367	10.1101/134551
rs6993770	PDGFB	5155	12.357	10.1101/134551
rs7539005	KLK6	5653	12.337	10.1101/134551
rs13412535	PDGFB	5155	12.337	10.1101/134551
rs2668196	NDC80	10403	12.319	10.1101/134551
rs964184	APOA5	116519	12.31	10.1101/134551
rs28480230	CRP	1401	12.301	10.1101/134551
rs967645	AZGP1	563	12.301	10.1101/134551
rs34084772	CACNA2D3	55799	12.292	10.1101/134551
rs967645	CKAP2	26586	12.292	10.1101/134551
rs573431210	CXCL12	6387	12.292	10.1101/134551
rs9274954	PAXIP1	22976	12.292	10.1101/134551
rs570618	TNFRSF11B	4982	12.284	10.1101/134551
rs56278466	PLXNB2	23654	12.284	10.1101/134551
rs635634	IL6ST	3572	12.284	10.1101/134551
rs36229204	PLAU	5328	12.284	10.1101/134551
rs11657394	SERPINF2	5345	12.268	10.1101/134551
rs74480769	OSM	5008	12.268	10.1101/134551
rs704	TPSG1	25823	12.252	10.1101/134551
rs13962	CCL14	6358	12.237	10.1101/134551
rs3862628	IL6ST	3572	12.237	10.1101/134551
rs967645	FLNA	2316	12.201	10.1101/134551
rs7162172	FGF7	2252	12.167	10.1101/134551
rs35026927	PYGL	5836	12.167	10.1101/134551
rs10405357	KLK7	5650	12.149	10.1101/134551
rs704	PCDH10	57575	12.143	10.1101/134551
rs4632248	MPL	4352	12.143	10.1101/134551
rs5167	APOL1	8542	12.131	10.1101/134551
rs9296009	UAP1	6675	12.131	10.1101/134551
rs1694123	ZHX3	23051	12.119	10.1101/134551
rs140142103	CAMK1D	57118	12.119	10.1101/134551
rs77258096	PRSS2	5645	12.119	10.1101/134551
rs10418046	MANBA	4126	12.108	10.1101/134551
rs704	CHIC2	26511	12.108	10.1101/134551
rs11447348	TMEM59L	25789	12.102	10.1101/134551
rs12493107	AP4M1	9179	12.081	10.1101/134551
rs357253	OSMR	9180	12.081	10.1101/134551
rs9857914	DEFB1	1672	12.071	10.1101/134551
rs2731674	GNRH1	2796	12.051	10.1101/134551
rs528298	DCUN1D5	84259	12.051	10.1101/134551
rs34813609	SFRP2	6423	12.022	10.1101/134551
rs12972849	ASMTL	8623	12.009	10.1101/134551
rs13402561	ISOC1	51015	12.009	10.1101/134551
rs10418046	SECTM1	6398	12	10.1101/134551
rs62143194	KLRF1	51348	12	10.1101/134551
rs111265125	GALP	85569	12	10.1101/134551
rs11447348	MAPKAPK5	8550	12	10.1101/134551
rs2081048	IGLL1	3543	11.959	10.1101/134551
rs1409338	SLC22A16	85413	11.959	10.1101/134551
rs7412	STAR	6770	11.959	10.1101/134551
rs570618	LTBR	4055	11.959	10.1101/134551
rs2608894	FAM3B	54097	11.921	10.1101/134551
rs2027993	DUSP4	1846	11.921	10.1101/134551
rs143741106	AGER	177	11.921	10.1101/134551
rs10424405	SIGLEC12	89858	11.921	10.1101/134551
rs5803322	TOM1L1	10040	11.921	10.1101/134551
rs62143198	PTEN	5728	11.921	10.1101/134551
rs147678983	GALNT16	57452	11.921	10.1101/134551
rs62143198	RARRES3	5920	11.886	10.1101/134551
rs72975088	GFRAL	389400	11.886	10.1101/134551
rs2205895	GAL	51083	11.854	10.1101/134551
rs6809081	PCDHA7	56141	11.854	10.1101/134551
rs74780677	COLGALT1	79709	11.854	10.1101/134551
rs527942	PCDHA4	56144	11.854	10.1101/134551
rs368465	CD22	933	11.854	10.1101/134551
rs4241819	EDN2	1907	11.854	10.1101/134551
rs62217798	TNFRSF6B	8771	11.854	10.1101/134551
rs112206797	NGFR	4804	11.824	10.1101/134551
rs2731674	GPNMB	10457	11.824	10.1101/134551
rs74480769	ST6GALNAC1	55808	11.824	10.1101/134551
rs66526029	PDE6D	5147	11.824	10.1101/134551
rs570618	CLK2	1196	11.824	10.1101/134551
rs967645	C1QBP	708	11.824	10.1101/134551
rs6993770	EDAR	10913	11.796	10.1101/134551
rs1019016	SEMA3C	10512	11.796	10.1101/134551
rs11065979	GP1BA	2811	11.796	10.1101/134551
rs2435349	CSGALNACT2	55454	11.796	10.1101/134551
rs1687391	SPINK2	6691	11.77	10.1101/134551
rs74480769	FLT3	2322	11.77	10.1101/134551
rs41290289	NAT1	9	11.77	10.1101/134551
rs74480769	CA10	56934	11.77	10.1101/134551
rs11607100	BMP6	654	11.745	10.1101/134551
rs74480769	UPK3BL		11.745	10.1101/134551
rs201263987	PECAM1	5175	11.745	10.1101/134551
rs62143197	ARHGAP30	257106	11.721	10.1101/134551
rs704	TP53	7157	11.721	10.1101/134551
rs74480769	IL37	27178	11.721	10.1101/134551
rs74480769	RBM24	221662	11.721	10.1101/134551
rs141738059	RDH16	8608	11.699	10.1101/134551
rs62143206	DEFB128	245939	11.699	10.1101/134551
rs58359565	ERLEC1	27248	11.678	10.1101/134551
rs704	PPIL2	23759	11.678	10.1101/134551
rs183772362	DEFB104A	140596,107984148	11.678	10.1101/134551
rs704	AURKB	9212	11.678	10.1101/134551
rs1695	GSTP1	2950	11.638	10.1101/134551
rs3787480	GNRH2	2797	11.638	10.1101/134551
rs74480769	SLAMF7	57823	11.638	10.1101/134551
rs1800594	SEC13	6396	11.638	10.1101/134551
rs2241883	FABP1	2168	11.62	10.1101/134551
rs62143197	ENO2	2026	11.602	10.1101/134551
rs10418046	FSTL4	23105	11.602	10.1101/134551
rs11291564	SLAMF6	114836	11.585	10.1101/134551
rs62143197	OLA1	29789	11.585	10.1101/134551
rs967645	STK16	8576	11.585	10.1101/134551
rs73159540	TMEM132B	114795	11.569	10.1101/134551
rs1194673	DKK1	22943	11.553	10.1101/134551
rs967645	HNRNPC	3183	11.553	10.1101/134551
rs77320622	KREMEN1	83999	11.553	10.1101/134551
rs6791672	CD200R1	131450	11.553	10.1101/134551
rs59896920	MMRN2	79812	11.553	10.1101/134551
rs7212510	SERAC1	84947	11.538	10.1101/134551
rs74480769	SYNCRIP	10492	11.538	10.1101/134551
rs9787133	CCBL2		11.538	10.1101/134551
rs4632248	DNAJC19	131118	11.538	10.1101/134551
rs2012888	NCAM1	4684	11.523	10.1101/134551
rs74480769	RAD51	5888	11.523	10.1101/134551
rs74447607	CBLN4	140689	11.523	10.1101/134551
rs1266078	APOM	55937	11.523	10.1101/134551
rs4632248	ZNF18	7566	11.509	10.1101/134551
rs861442	PPBP	5473	11.509	10.1101/134551
rs2073668	ATP4B	496	11.495	10.1101/134551
rs17863787	NR1D2	9975	11.495	10.1101/134551
rs704	GRP	2922	11.495	10.1101/134551
rs112635299	C1QTNF1	114897	11.495	10.1101/134551
rs74480769	IGF1	3479	11.481	10.1101/134551
rs4241818	TEX29	121793	11.481	10.1101/134551
rs74480769	CDK8,CCNC	1024,892	11.469	10.1101/134551
rs11553699	HBEGF	1839	11.456	10.1101/134551
rs6993770	NSG2	51617	11.456	10.1101/134551
rs74480769	GBP6	163351	11.432	10.1101/134551
rs58992912	RPIA	22934	11.432	10.1101/134551
rs200357845	SEC11C	90701	11.42	10.1101/134551
rs59123177	HLA,DPB1		11.42	10.1101/134551
rs7247412	CHST1	8534	11.42	10.1101/134551
rs6993770	SYT11	23208	11.409	10.1101/134551
rs74480769	KLK6	5653	11.387	10.1101/134551
rs58936256	NOV	4856	11.377	10.1101/134551
rs11080055	PAXIP1	22976	11.377	10.1101/134551
rs7658970	NAPB	63908	11.357	10.1101/134551
rs7487683	RELL1	768211	11.347	10.1101/134551
rs74480769	PIK3C2A	5286	11.337	10.1101/134551
rs3079633	TMEM2	23670	11.337	10.1101/134551
rs4253282	INHBC	3626	11.337	10.1101/134551
rs382280	PLEKHA7	144100	11.319	10.1101/134551
rs6003389	PRRG1	5638	11.31	10.1101/134551
rs1048372	AMELX	265	11.301	10.1101/134551
rs33944729	RMI1	80010	11.292	10.1101/134551
rs34436714	C12orf49	79794	11.284	10.1101/134551
rs62143197	NPLOC4	55666	11.284	10.1101/134551
rs2808628	CRP	1401	11.268	10.1101/134551
rs146682150	BGLAP	632	11.268	10.1101/134551
rs12903656	NEO1	4756	11.26	10.1101/134551
rs58889466	IGLL1	3543	11.252	10.1101/134551
rs12038333	JAM2	58494	11.237	10.1101/134551
rs4632248	LRRK2	120892	11.229	10.1101/134551
rs6517101	EVA1C	59271	11.229	10.1101/134551
rs872914	PGK1	5230	11.208	10.1101/134551
rs4554007	FURIN	5045	11.161	10.1101/134551
rs62143198	CRISP3	10321	11.161	10.1101/134551
rs201263987	IL34	146433	11.149	10.1101/134551
rs33944729	C3orf18	51161	11.131	10.1101/134551
rs34813609	OSM	5008	11.131	10.1101/134551
rs11708955	KLRF1	51348	11.108	10.1101/134551
rs10418046	DMPK	1760	11.108	10.1101/134551
rs11079936	GDF11,MSTN	2660,10220	11.102	10.1101/134551
rs429358	MAN2B2	23324	11.102	10.1101/134551
rs1908671	CPM	1368	11.092	10.1101/134551
rs34813609	RNMTL1		11.092	10.1101/134551
rs74480769	FRZB	2487	11.092	10.1101/134551
rs1815739	GDF11,MSTN	2660,10220	11.092	10.1101/134551
rs62143197	AARS	16	11.081	10.1101/134551
rs74480769	TNFSF8	944	11.081	10.1101/134551
rs2116308	LSAMP	4045	11.081	10.1101/134551
rs7897379	CTSA	5476	11.071	10.1101/134551
rs11575194	OSBPL11	114885	11.06	10.1101/134551
rs181209	IL27,EBI3	246778,10148	11.06	10.1101/134551
rs8176747	BCAM	4059	11.051	10.1101/134551
rs72835078	GP1BA	2811	11.041	10.1101/134551
rs7298766	FAM189A2	9413	11.041	10.1101/134551
rs2704050	DSG2	1829	11.032	10.1101/134551
rs2846667	COLEC12	81035	11.032	10.1101/134551
rs201263987	FLT3	2322	11.032	10.1101/134551
rs704	C5orf63	401207	11.022	10.1101/134551
rs6993770	SPARC	6678	11.009	10.1101/134551
rs1065853	RGMA	56963	11	10.1101/134551
rs570618	FRK	2444	10.959	10.1101/134551
rs10754199	CD63	967	10.959	10.1101/134551
rs503366	MTRF1L	54516	10.959	10.1101/134551
rs74589258	RRM2B	50484	10.959	10.1101/134551
rs5112	NPTX2	4885	10.959	10.1101/134551
rs635634	IGF1R	3480	10.959	10.1101/134551
rs5745695	HGF	3082	10.921	10.1101/134551
rs72622926	SPACA3	124912	10.921	10.1101/134551
rs704	CYTH2	9266	10.921	10.1101/134551
rs2731673	PAM	5066	10.921	10.1101/134551
rs11447348	ARL11	115761	10.921	10.1101/134551
rs77303550	SPARCL1	8404	10.921	10.1101/134551
rs967645	DYNAP	284254	10.886	10.1101/134551
rs10896045	SHISA3	152573	10.886	10.1101/134551
rs68055275	SEMA3G	56920	10.886	10.1101/134551
rs146385050	MRC2	9902	10.886	10.1101/134551
rs1133763	CCL8	6355	10.886	10.1101/134551
rs62143197	ASAP2	8853	10.886	10.1101/134551
rs62143196	CXCL5	6374	10.886	10.1101/134551
rs62143196	PLG	5340	10.886	10.1101/134551
rs6993770	DNAJB11	51726	10.886	10.1101/134551
rs6993770	BDNF	627	10.886	10.1101/134551
rs814573	CRP	1401	10.886	10.1101/134551
rs74480769	NR1H2	7376	10.886	10.1101/134551
rs10843115	PTHLH	5744	10.854	10.1101/134551
rs34714188	PMEL	6490	10.854	10.1101/134551
rs5498	ICAM1	3383	293.96	10.1101/086793
rs4129267	IL6R	3570	293.917	10.1101/086793
rs11553746	ACP1	52	279.693	10.1101/086793
rs17415296	LEPR	3953	270.702	10.1101/086793
rs9858542	MST1	4485	241.86	10.1101/086793
rs1024948	IL1RAP	3556	229.803	10.1101/086793
rs1622406	LRPAP1	4043	228.493	10.1101/086793
rs17413015	FCGR2A,FCGR2B	2213,2212,9103	185.992	10.1101/086793
rs12459419	CD33	945	184.853	10.1101/086793
rs7221769	CCL15	6359	181.712	10.1101/086793
rs17482078	ERAP1	51752	156.009	10.1101/086793
rs2302465	BST1	683	150.696	10.1101/086793
rs1926447	MAPKAPK3	7867	145.016	10.1101/086793
rs3806701	TDGF1	6997	144.423	10.1101/086793
rs2004318	LILRB1	10859	138.214	10.1101/086793
rs12141375	CHIT1	1118	134.788	10.1101/086793
rs33995560	CCL16	6360	128.897	10.1101/086793
rs2304456	KNG1	3827	128.21	10.1101/086793
